Time,Node,S,E,I,R
6,10,3892.0,0.0,0.0,55349.04
6,11,6504.0,0.0,0.0,96711.16
6,12,7395.0,0.0,0.0,110087.375
6,13,7735.0,0.0,0.0,122528.625
7,0,1360.0,8.0,34.0,25776.42
7,1,1529.0,0.0,0.0,31889.938
7,2,2249.0,0.0,0.0,38948.688
7,3,3873.0,0.0,0.0,53806.727
7,4,6058.0,0.0,0.0,76167.75
7,5,3768.0,0.0,0.0,50286.184
7,6,9176.0,0.0,0.0,139392.12
7,7,8275.0,0.0,0.0,120314.78
7,8,6282.0,0.0,0.0,88987.555
7,9,8135.0,0.0,0.0,127130.97
7,10,3916.0,0.0,0.0,55343.047
7,11,6545.0,0.0,0.0,96704.67
7,12,7443.0,0.0,0.0,110077.44
7,13,7788.0,0.0,0.0,122515.23
8,0,1354.0,10.0,37.0,25775.195
8,1,1529.0,0.0,0.0,31887.215
8,2,2249.0,0.0,0.0,38945.926
8,3,3873.0,0.0,0.0,53803.402
8,4,6058.0,0.0,0.0,76163.0
8,5,3768.0,0.0,0.0,50283.066
8,6,9176.0,0.0,0.0,139386.3
8,7,8275.0,0.0,0.0,120310.46
8,8,6282.0,0.0,0.0,88984.34
8,9,8135.0,0.0,0.0,127126.4
8,10,3916.0,0.0,0.0,55341.055
8,11,6545.0,0.0,0.0,96701.2
8,12,7443.0,0.0,0.0,110073.5
8,13,7788.0,0.0,0.0,122510.83
9,0,1352.0,10.0,38.0,25773.97
9,1,1529.0,0.0,0.0,31884.496
9,2,2249.0,0.0,0.0,38943.17
9,3,3873.0,0.0,0.0,53800.08
9,4,6058.0,0.0,0.0,76158.25
9,5,3768.0,0.0,0.0,50279.953
9,6,9176.0,0.0,0.0,139380.47
9,7,8275.0,0.0,0.0,120306.14
9,8,6282.0,0.0,0.0,88981.14
9,9,8135.0,0.0,0.0,127121.83
9,10,3916.0,0.0,0.0,55339.062
9,11,6545.0,0.0,0.0,96697.734
9,12,7443.0,0.0,0.0,110069.56
9,13,7788.0,0.0,0.0,122506.44
10,0,1351.0,8.0,41.0,25771.746
10,1,1529.0,0.0,0.0,31881.773
10,2,2249.0,0.0,0.0,38940.41
10,3,3873.0,0.0,0.0,53796.758
10,4,6058.0,0.0,0.0,76153.5
10,5,3768.0,0.0,0.0,50276.836
10,6,9176.0,0.0,0.0,139374.62
10,7,8275.0,0.0,0.0,120301.83
10,8,6282.0,0.0,0.0,88977.94
10,9,8135.0,0.0,0.0,127117.25
10,10,3916.0,0.0,0.0,55337.07
10,11,6545.0,0.0,0.0,96694.26
10,12,7443.0,0.0,0.0,110065.625
10,13,7788.0,0.0,0.0,122502.05
11,0,1345.0,10.0,45.0,25769.523
11,1,1529.0,0.0,0.0,31879.053
11,2,2249.0,0.0,0.0,38937.656
11,3,3873.0,0.0,0.0,53793.434
11,4,6058.0,0.0,0.0,76148.76
11,5,3768.0,0.0,0.0,50273.723
11,6,9176.0,0.0,0.0,139368.78
11,7,8275.0,0.0,0.0,120297.516
11,8,6282.0,0.0,0.0,88974.734
11,9,8135.0,0.0,0.0,127112.68
11,10,3916.0,0.0,0.0,55335.082
11,11,6545.0,0.0,0.0,96690.79
11,12,7443.0,0.0,0.0,110061.695
11,13,7788.0,0.0,0.0,122497.65
12,0,1340.0,11.0,47.0,25769.299
12,1,1529.0,0.0,0.0,31876.332
12,2,2249.0,0.0,0.0,38934.9
12,3,3873.0,0.0,0.0,53790.11
12,4,6058.0,0.0,0.0,76144.01
12,5,3768.0,0.0,0.0,50270.61
12,6,9176.0,0.0,0.0,139362.97
12,7,8275.0,0.0,0.0,120293.2
12,8,6282.0,0.0,0.0,88971.53
12,9,8135.0,0.0,0.0,127108.11
12,10,3916.0,0.0,0.0,55333.09
12,11,6545.0,0.0,0.0,96687.31
12,12,7443.0,0.0,0.0,110057.76
12,13,7788.0,0.0,0.0,122493.26
13,0,1334.0,13.0,50.0,25768.074
13,1,1529.0,0.0,0.0,31873.61
13,2,2249.0,0.0,0.0,38932.14
13,3,3873.0,0.0,0.0,53786.79
13,4,6058.0,0.0,0.0,76139.266
13,5,3768.0,0.0,0.0,50267.492
13,6,9176.0,0.0,0.0,139357.12
13,7,8275.0,0.0,0.0,120288.89
13,8,6282.0,0.0,0.0,88968.33
13,9,8135.0,0.0,0.0,127103.53
13,10,3916.0,0.0,0.0,55331.098
13,11,6545.0,0.0,0.0,96683.84
13,12,7443.0,0.0,0.0,110053.83
13,13,7788.0,0.0,0.0,122488.87
14,0,1329.0,13.0,52.0,25769.852
14,1,1530.0,0.0,0.0,31870.89
14,2,2212.0,0.0,0.0,38558.383
14,3,3885.0,0.0,0.0,53783.47
14,4,6076.0,0.0,0.0,76134.516
14,5,3779.0,0.0,0.0,50264.38
14,6,9230.0,0.0,0.0,139348.3
14,7,8327.0,0.0,0.0,120279.58
14,8,6321.0,0.0,0.0,88961.125
14,9,8190.0,0.0,0.0,127094.97
14,10,3940.0,0.0,0.0,55327.105
14,11,6587.0,0.0,0.0,96676.375
14,12,7490.0,0.0,0.0,110046.89
14,13,7840.0,0.0,0.0,122483.47
15,0,1323.0,11.0,60.0,25767.629
15,1,1530.0,0.0,0.0,31868.172
15,2,2212.0,0.0,0.0,38555.625
15,3,3885.0,0.0,0.0,53780.145
15,4,6076.0,0.0,0.0,76129.77
15,5,3779.0,0.0,0.0,50261.27
15,6,9230.0,0.0,0.0,139342.47
15,7,8327.0,0.0,0.0,120275.266
15,8,6321.0,0.0,0.0,88957.914
15,9,8190.0,0.0,0.0,127090.39
15,10,3940.0,0.0,0.0,55325.117
15,11,6587.0,0.0,0.0,96672.9
15,12,7490.0,0.0,0.0,110042.96
15,13,7840.0,0.0,0.0,122479.08
16,0,1316.0,16.0,62.0,25765.406
16,1,1530.0,0.0,0.0,31865.45
16,2,2212.0,0.0,0.0,38552.87
16,3,3885.0,0.0,0.0,53776.824
16,4,6076.0,0.0,0.0,76125.03
16,5,3779.0,0.0,0.0,50258.156
16,6,9230.0,0.0,0.0,139336.62
16,7,8327.0,0.0,0.0,120270.95
16,8,6321.0,0.0,0.0,88954.71
16,9,8190.0,0.0,0.0,127085.83
16,10,3940.0,0.0,0.0,55323.125
16,11,6587.0,0.0,0.0,96669.43
16,12,7490.0,0.0,0.0,110039.02
16,13,7840.0,0.0,0.0,122474.69
17,0,1311.0,17.0,65.0,25764.182
17,1,1530.0,0.0,0.0,31862.73
17,2,2212.0,0.0,0.0,38550.117
17,3,3885.0,0.0,0.0,53773.504
17,4,6076.0,0.0,0.0,76120.28
17,5,3779.0,0.0,0.0,50255.043
17,6,9230.0,0.0,0.0,139330.8
17,7,8327.0,0.0,0.0,120266.64
17,8,6321.0,0.0,0.0,88951.51
17,9,8190.0,0.0,0.0,127081.26
17,10,3940.0,0.0,0.0,55321.133
17,11,6587.0,0.0,0.0,96665.95
17,12,7490.0,0.0,0.0,110035.09
17,13,7840.0,0.0,0.0,122470.3
18,0,1301.0,19.0,72.0,25762.959
18,1,1530.0,0.0,0.0,31860.012
18,2,2212.0,0.0,0.0,38547.36
18,3,3885.0,0.0,0.0,53770.184
18,4,6076.0,0.0,0.0,76115.55
18,5,3779.0,0.0,0.0,50251.93
18,6,9230.0,0.0,0.0,139324.97
18,7,8327.0,0.0,0.0,120262.33
18,8,6321.0,0.0,0.0,88948.31
18,9,8190.0,0.0,0.0,127076.69
18,10,3940.0,0.0,0.0,55319.145
18,11,6587.0,0.0,0.0,96662.484
18,12,7490.0,0.0,0.0,110031.164
18,13,7840.0,0.0,0.0,122465.91
19,0,1292.0,21.0,78.0,25761.736
19,1,1530.0,0.0,0.0,31857.293
19,2,2212.0,0.0,0.0,38544.605
19,3,3885.0,0.0,0.0,53766.863
19,4,6076.0,0.0,0.0,76110.8
19,5,3779.0,0.0,0.0,50248.816
19,6,9230.0,0.0,0.0,139319.14
19,7,8327.0,0.0,0.0,120258.016
19,8,6321.0,0.0,0.0,88945.11
19,9,8190.0,0.0,0.0,127072.12
19,10,3940.0,0.0,0.0,55317.156
19,11,6587.0,0.0,0.0,96659.016
19,12,7490.0,0.0,0.0,110027.234
19,13,7840.0,0.0,0.0,122461.516
20,0,1287.0,19.0,83.0,25761.516
20,1,1530.0,0.0,0.0,31854.572
20,2,2212.0,0.0,0.0,38541.85
20,3,3885.0,0.0,0.0,53763.543
20,4,6076.0,0.0,0.0,76106.055
20,5,3779.0,0.0,0.0,50245.703
20,6,9230.0,0.0,0.0,139313.31
20,7,8327.0,0.0,0.0,120253.7
20,8,6321.0,0.0,0.0,88941.91
20,9,8190.0,0.0,0.0,127067.55
20,10,3940.0,0.0,0.0,55315.164
20,11,6587.0,0.0,0.0,96655.55
20,12,7490.0,0.0,0.0,110023.3
20,13,7840.0,0.0,0.0,122457.125
21,0,1281.0,17.0,89.0,25762.293
21,1,1531.0,0.0,0.0,31851.855
21,2,2181.0,0.0,0.0,38162.094
21,3,3897.0,0.0,0.0,53760.223
21,4,6094.0,0.0,0.0,76101.31
21,5,3791.0,0.0,0.0,50242.594
21,6,9283.0,0.0,0.0,139304.48
21,7,8379.0,0.0,0.0,120246.39
21,8,6359.0,0.0,0.0,88937.7
21,9,8245.0,0.0,0.0,127059.984
21,10,3964.0,0.0,0.0,55312.176
21,11,6629.0,0.0,0.0,96647.08
21,12,7537.0,0.0,0.0,110017.37
21,13,7893.0,0.0,0.0,122450.74
22,0,1269.0,21.0,93.0,25764.07
22,1,1531.0,0.0,0.0,31849.137
22,2,2181.0,0.0,0.0,38159.34
22,3,3897.0,0.0,0.0,53756.906
22,4,6094.0,0.0,0.0,76096.57
22,5,3791.0,0.0,0.0,50239.484
22,6,9283.0,0.0,0.0,139298.66
22,7,8379.0,0.0,0.0,120242.08
22,8,6359.0,0.0,0.0,88934.5
22,9,8245.0,0.0,0.0,127055.414
22,10,3964.0,0.0,0.0,55310.184
22,11,6629.0,0.0,0.0,96643.61
22,12,7537.0,0.0,0.0,110013.44
22,13,7893.0,0.0,0.0,122446.35
23,0,1257.0,22.0,104.0,25761.85
23,1,1531.0,0.0,0.0,31846.418
23,2,2181.0,0.0,0.0,38156.586
23,3,3897.0,0.0,0.0,53753.586
23,4,6094.0,0.0,0.0,76091.83
23,5,3791.0,0.0,0.0,50236.37
23,6,9283.0,0.0,0.0,139292.83
23,7,8379.0,0.0,0.0,120237.77
23,8,6359.0,0.0,0.0,88931.3
23,9,8245.0,0.0,0.0,127050.84
23,10,3964.0,0.0,0.0,55308.195
23,11,6629.0,0.0,0.0,96640.14
23,12,7537.0,0.0,0.0,110009.51
23,13,7893.0,0.0,0.0,122441.96
24,0,1245.0,25.0,111.0,25761.629
24,1,1531.0,0.0,0.0,31843.7
24,2,2181.0,0.0,0.0,38153.832
24,3,3897.0,0.0,0.0,53750.266
24,4,6094.0,0.0,0.0,76087.09
24,5,3791.0,0.0,0.0,50233.258
24,6,9283.0,0.0,0.0,139287.0
24,7,8379.0,0.0,0.0,120233.46
24,8,6359.0,0.0,0.0,88928.1
24,9,8245.0,0.0,0.0,127046.28
24,10,3964.0,0.0,0.0,55306.207
24,11,6629.0,0.0,0.0,96636.67
24,12,7537.0,0.0,0.0,110005.58
24,13,7893.0,0.0,0.0,122437.57
25,0,621.0,31.0,111.0,26377.406
25,1,710.0,0.0,0.0,32661.982
25,2,1344.0,0.0,0.0,38988.08
25,3,2746.0,0.0,0.0,54897.95
25,4,4491.0,0.0,0.0,77685.34
25,5,2758.0,0.0,0.0,51263.15
25,6,7293.0,0.0,0.0,141271.17
25,7,6863.0,0.0,0.0,121745.16
25,8,5215.0,0.0,0.0,90068.9
25,9,6756.0,0.0,0.0,128530.71
25,10,3264.0,0.0,0.0,56004.22
25,11,5518.0,0.0,0.0,97744.2
25,12,6130.0,0.0,0.0,111408.65
25,13,6435.0,0.0,0.0,123891.19
26,0,620.0,18.0,123.0,26377.188
26,1,710.0,0.0,0.0,32659.266
26,2,1344.0,0.0,0.0,38985.324
26,3,2746.0,0.0,0.0,54894.633
26,4,4491.0,0.0,0.0,77680.61
26,5,2758.0,0.0,0.0,51260.04
26,6,7293.0,0.0,0.0,141265.34
26,7,6863.0,0.0,0.0,121740.84
26,8,5215.0,0.0,0.0,90065.7
26,9,6756.0,0.0,0.0,128526.15
26,10,3264.0,0.0,0.0,56002.227
26,11,5518.0,0.0,0.0,97740.734
26,12,6130.0,0.0,0.0,111404.72
26,13,6435.0,0.0,0.0,123886.8
27,0,613.0,13.0,132.0,26377.965
27,1,710.0,0.0,0.0,32656.547
27,2,1344.0,0.0,0.0,38982.574
27,3,2746.0,0.0,0.0,54891.312
27,4,4491.0,0.0,0.0,77675.87
27,5,2758.0,0.0,0.0,51256.93
27,6,7293.0,0.0,0.0,141259.52
27,7,6863.0,0.0,0.0,121736.54
27,8,5215.0,0.0,0.0,90062.5
27,9,6756.0,0.0,0.0,128521.58
27,10,3264.0,0.0,0.0,56000.242
27,11,5518.0,0.0,0.0,97737.27
27,12,6130.0,0.0,0.0,111400.79
27,13,6435.0,0.0,0.0,123882.414
28,0,610.0,12.0,129.0,26382.744
28,1,711.0,0.0,0.0,32653.832
28,2,1307.0,0.0,0.0,38610.82
28,3,2758.0,0.0,0.0,54887.996
28,4,4509.0,0.0,0.0,77671.13
28,5,2770.0,0.0,0.0,51253.82
28,6,7347.0,0.0,0.0,141252.69
28,7,6915.0,0.0,0.0,121730.234
28,8,5253.0,0.0,0.0,90058.3
28,9,6810.0,0.0,0.0,128515.016
28,10,3288.0,0.0,0.0,55996.25
28,11,5560.0,0.0,0.0,97733.805
28,12,6177.0,0.0,0.0,111393.86
28,13,6487.0,0.0,0.0,123875.03
29,0,601.0,14.0,133.0,26383.523
29,1,711.0,0.0,0.0,32651.113
29,2,1307.0,0.0,0.0,38608.066
29,3,2758.0,0.0,0.0,54884.68
29,4,4509.0,0.0,0.0,77666.39
29,5,2770.0,0.0,0.0,51250.71
29,6,7347.0,0.0,0.0,141246.88
29,7,6915.0,0.0,0.0,121725.92
29,8,5253.0,0.0,0.0,90055.1
29,9,6810.0,0.0,0.0,128510.45
29,10,3288.0,0.0,0.0,55994.266
29,11,5560.0,0.0,0.0,97730.34
29,12,6177.0,0.0,0.0,111389.93
29,13,6487.0,0.0,0.0,123870.64
30,0,595.0,14.0,133.0,26387.305
30,1,711.0,0.0,0.0,32648.398
30,2,1307.0,0.0,0.0,38605.312
30,3,2758.0,0.0,0.0,54881.363
30,4,4509.0,0.0,0.0,77661.66
30,5,2770.0,0.0,0.0,51247.6
30,6,7347.0,0.0,0.0,141241.05
30,7,6915.0,0.0,0.0,121721.62
30,8,5253.0,0.0,0.0,90051.91
30,9,6810.0,0.0,0.0,128505.89
30,10,3288.0,0.0,0.0,55992.273
30,11,5560.0,0.0,0.0,97726.875
30,12,6177.0,0.0,0.0,111386.0
30,13,6487.0,0.0,0.0,123866.25
31,0,585.0,18.0,137.0,26387.086
31,1,711.0,0.0,0.0,32645.682
31,2,1307.0,0.0,0.0,38602.562
31,3,2758.0,0.0,0.0,54878.047
31,4,4509.0,0.0,0.0,77656.914
31,5,2770.0,0.0,0.0,51244.492
31,6,7347.0,0.0,0.0,141235.22
31,7,6915.0,0.0,0.0,121717.31
31,8,5253.0,0.0,0.0,90048.7
31,9,6810.0,0.0,0.0,128501.33
31,10,3288.0,0.0,0.0,55990.285
31,11,5560.0,0.0,0.0,97723.41
31,12,6177.0,0.0,0.0,111382.08
31,13,6487.0,0.0,0.0,123861.87
32,0,579.0,20.0,138.0,26387.863
32,1,711.0,0.0,0.0,32642.967
32,2,1307.0,0.0,0.0,38599.812
32,3,2758.0,0.0,0.0,54874.73
32,4,4509.0,0.0,0.0,77652.17
32,5,2770.0,0.0,0.0,51241.383
32,6,7347.0,0.0,0.0,141229.4
32,7,6915.0,0.0,0.0,121713.0
32,8,5253.0,0.0,0.0,90045.51
32,9,6810.0,0.0,0.0,128496.76
32,10,3288.0,0.0,0.0,55988.297
32,11,5560.0,0.0,0.0,97719.945
32,12,6177.0,0.0,0.0,111378.15
32,13,6487.0,0.0,0.0,123857.484
33,0,571.0,19.0,144.0,26388.645
33,1,711.0,0.0,0.0,32640.25
33,2,1307.0,0.0,0.0,38597.06
33,3,2758.0,0.0,0.0,54871.414
33,4,4509.0,0.0,0.0,77647.44
33,5,2770.0,0.0,0.0,51238.273
33,6,7347.0,0.0,0.0,141223.58
33,7,6915.0,0.0,0.0,121708.695
33,8,5253.0,0.0,0.0,90042.31
33,9,6810.0,0.0,0.0,128492.2
33,10,3288.0,0.0,0.0,55986.312
33,11,5560.0,0.0,0.0,97716.48
33,12,6177.0,0.0,0.0,111374.22
33,13,6487.0,0.0,0.0,123853.1
34,0,567.0,19.0,143.0,26391.426
34,1,711.0,0.0,0.0,32637.535
34,2,1307.0,0.0,0.0,38594.31
34,3,2758.0,0.0,0.0,54868.1
34,4,4509.0,0.0,0.0,77642.7
34,5,2770.0,0.0,0.0,51235.168
34,6,7347.0,0.0,0.0,141217.75
34,7,6915.0,0.0,0.0,121704.39
34,8,5253.0,0.0,0.0,90039.11
34,9,6810.0,0.0,0.0,128487.64
34,10,3288.0,0.0,0.0,55984.324
34,11,5560.0,0.0,0.0,97713.016
34,12,6177.0,0.0,0.0,111370.3
34,13,6487.0,0.0,0.0,123848.72
35,0,561.0,16.0,147.0,26395.207
35,1,712.0,0.0,0.0,32634.82
35,2,1270.0,0.0,0.0,38221.555
35,3,2770.0,0.0,0.0,54864.785
35,4,4527.0,0.0,0.0,77637.97
35,5,2782.0,0.0,0.0,51232.06
35,6,7400.0,0.0,0.0,141209.94
35,7,6967.0,0.0,0.0,121696.086
35,8,5291.0,0.0,0.0,90034.914
35,9,6864.0,0.0,0.0,128480.08
35,10,3312.0,0.0,0.0,55982.336
35,11,5602.0,0.0,0.0,97706.55
35,12,6225.0,0.0,0.0,111361.375
35,13,6539.0,0.0,0.0,123838.336
36,0,559.0,12.0,148.0,26397.988
36,1,712.0,0.0,0.0,32632.107
36,2,1270.0,0.0,0.0,38218.805
36,3,2770.0,0.0,0.0,54861.47
36,4,4527.0,0.0,0.0,77633.234
36,5,2782.0,0.0,0.0,51228.953
36,6,7400.0,0.0,0.0,141204.12
36,7,6967.0,0.0,0.0,121691.78
36,8,5291.0,0.0,0.0,90031.72
36,9,6864.0,0.0,0.0,128475.516
36,10,3312.0,0.0,0.0,55980.35
36,11,5602.0,0.0,0.0,97703.086
36,12,6225.0,0.0,0.0,111357.445
36,13,6539.0,0.0,0.0,123833.95
37,0,554.0,11.0,149.0,26400.77
37,1,712.0,0.0,0.0,32629.39
37,2,1270.0,0.0,0.0,38216.055
37,3,2770.0,0.0,0.0,54858.156
37,4,4527.0,0.0,0.0,77628.5
37,5,2782.0,0.0,0.0,51225.848
37,6,7400.0,0.0,0.0,141198.3
37,7,6967.0,0.0,0.0,121687.48
37,8,5291.0,0.0,0.0,90028.516
37,9,6864.0,0.0,0.0,128470.95
37,10,3312.0,0.0,0.0,55978.363
37,11,5602.0,0.0,0.0,97699.625
37,12,6225.0,0.0,0.0,111353.516
37,13,6539.0,0.0,0.0,123829.57
38,0,551.0,10.0,148.0,26403.55
38,1,712.0,0.0,0.0,32626.68
38,2,1270.0,0.0,0.0,38213.305
38,3,2770.0,0.0,0.0,54854.84
38,4,4527.0,0.0,0.0,77623.766
38,5,2782.0,0.0,0.0,51222.74
38,6,7400.0,0.0,0.0,141192.47
38,7,6967.0,0.0,0.0,121683.17
38,8,5291.0,0.0,0.0,90025.32
38,9,6864.0,0.0,0.0,128466.39
38,10,3312.0,0.0,0.0,55976.375
38,11,5602.0,0.0,0.0,97696.16
38,12,6225.0,0.0,0.0,111349.59
38,13,6539.0,0.0,0.0,123825.19
39,0,543.0,12.0,146.0,26409.334
39,1,712.0,0.0,0.0,32623.965
39,2,1270.0,0.0,0.0,38210.555
39,3,2770.0,0.0,0.0,54851.527
39,4,4527.0,0.0,0.0,77619.03
39,5,2782.0,0.0,0.0,51219.633
39,6,7400.0,0.0,0.0,141186.66
39,7,6967.0,0.0,0.0,121678.875
39,8,5291.0,0.0,0.0,90022.125
39,9,6864.0,0.0,0.0,128461.836
39,10,3312.0,0.0,0.0,55974.39
39,11,5602.0,0.0,0.0,97692.695
39,12,6225.0,0.0,0.0,111345.67
39,13,6539.0,0.0,0.0,123820.805
40,0,542.0,10.0,146.0,26410.115
40,1,712.0,0.0,0.0,32621.25
40,2,1270.0,0.0,0.0,38207.805
40,3,2770.0,0.0,0.0,54848.215
40,4,4527.0,0.0,0.0,77614.3
40,5,2782.0,0.0,0.0,51216.527
40,6,7400.0,0.0,0.0,141180.84
40,7,6967.0,0.0,0.0,121674.57
40,8,5291.0,0.0,0.0,90018.93
40,9,6864.0,0.0,0.0,128457.27
40,10,3312.0,0.0,0.0,55972.406
40,11,5602.0,0.0,0.0,97689.234
40,12,6225.0,0.0,0.0,111341.75
40,13,6539.0,0.0,0.0,123816.42
41,0,535.0,10.0,150.0,26410.898
41,1,712.0,0.0,0.0,32618.537
41,2,1270.0,0.0,0.0,38205.055
41,3,2770.0,0.0,0.0,54844.902
41,4,4527.0,0.0,0.0,77609.56
41,5,2782.0,0.0,0.0,51213.42
41,6,7400.0,0.0,0.0,141175.03
41,7,6967.0,0.0,0.0,121670.266
41,8,5291.0,0.0,0.0,90015.734
41,9,6864.0,0.0,0.0,128452.72
41,10,3312.0,0.0,0.0,55970.418
41,11,5602.0,0.0,0.0,97685.766
41,12,6225.0,0.0,0.0,111337.82
41,13,6539.0,0.0,0.0,123812.05
42,0,534.0,6.0,153.0,26411.68
42,1,713.0,0.0,0.0,32615.824
42,2,1231.0,0.0,0.0,37832.31
42,3,2783.0,0.0,0.0,54841.59
42,4,4545.0,0.0,0.0,77604.83
42,5,2793.0,0.0,0.0,51210.316
42,6,7454.0,0.0,0.0,141164.2
42,7,7019.0,0.0,0.0,121664.97
42,8,5329.0,0.0,0.0,90010.54
42,9,6918.0,0.0,0.0,128446.16
42,10,3336.0,0.0,0.0,55967.434
42,11,5644.0,0.0,0.0,97682.305
42,12,6273.0,0.0,0.0,111332.9
42,13,6592.0,0.0,0.0,123804.664
43,0,532.0,7.0,144.0,26419.463
43,1,713.0,0.0,0.0,32613.11
43,2,1231.0,0.0,0.0,37829.56
43,3,2783.0,0.0,0.0,54838.277
43,4,4545.0,0.0,0.0,77600.09
43,5,2793.0,0.0,0.0,51207.21
43,6,7454.0,0.0,0.0,141158.39
43,7,7019.0,0.0,0.0,121660.664
43,8,5329.0,0.0,0.0,90007.34
43,9,6918.0,0.0,0.0,128441.59
43,10,3336.0,0.0,0.0,55965.445
43,11,5644.0,0.0,0.0,97678.84
43,12,6273.0,0.0,0.0,111328.98
43,13,6592.0,0.0,0.0,123800.28
44,0,531.0,6.0,139.0,26424.246
44,1,713.0,0.0,0.0,32610.398
44,2,1231.0,0.0,0.0,37826.81
44,3,2783.0,0.0,0.0,54834.965
44,4,4545.0,0.0,0.0,77595.37
44,5,2793.0,0.0,0.0,51204.105
44,6,7454.0,0.0,0.0,141152.58
44,7,7019.0,0.0,0.0,121656.37
44,8,5329.0,0.0,0.0,90004.15
44,9,6918.0,0.0,0.0,128437.04
44,10,3336.0,0.0,0.0,55963.46
44,11,5644.0,0.0,0.0,97675.38
44,12,6273.0,0.0,0.0,111325.055
44,13,6592.0,0.0,0.0,123795.91
45,0,529.0,3.0,139.0,26427.03
45,1,713.0,0.0,0.0,32607.688
45,2,1231.0,0.0,0.0,37824.062
45,3,2783.0,0.0,0.0,54831.652
45,4,4545.0,0.0,0.0,77590.63
45,5,2793.0,0.0,0.0,51201.0
45,6,7454.0,0.0,0.0,141146.75
